bet_number,bet_side,model_prob,edge,bet_amount,profit,result
1046,away,0.17114075,0.32885927,100,-100,loss
1047,home,0.77950406,0.27950406,100,-100,loss
1048,home,0.97730166,0.47730166,100,100,win
1049,home,0.772455,0.27245498,100,100,win
1050,home,0.98365706,0.48365706,100,100,win
1051,away,0.17222133,0.3277787,100,100,win
1052,away,0.28496107,0.2150389,100,100,win
1053,home,0.73685086,0.23685086,100,-100,loss
1054,home,0.9861995,0.4861995,100,100,win
1055,home,0.9067312,0.4067312,100,100,win
1057,home,0.9672211,0.46722108,100,100,win
1058,away,0.11910918,0.38089085,100,100,win
1059,home,0.8602815,0.36028153,100,100,win
1060,home,0.9462364,0.44623637,100,100,win
1061,home,0.8025159,0.30251592,100,-100,loss
1062,away,0.3796301,0.12036991,100,100,win
1063,home,0.72885984,0.22885984,100,-100,loss
1065,home,0.6072412,0.10724121,100,100,win
1066,away,0.4139404,0.08605957,100,-100,loss
1067,home,0.7899946,0.2899946,100,-100,loss
1068,home,0.5383454,0.038345397,100,-100,loss
1069,home,0.84931874,0.34931874,100,-100,loss
1070,away,0.26629362,0.23370636,100,100,win
1071,home,0.80377835,0.30377835,100,100,win
1072,away,0.38436192,0.11563808,100,-100,loss
1073,away,0.24597813,0.25402188,100,100,win
1074,home,0.75180703,0.25180703,100,100,win
1075,away,0.06928612,0.4307139,100,100,win
1076,home,0.61747944,0.11747944,100,-100,loss
1077,home,0.97104275,0.47104275,100,100,win
1078,away,0.089324124,0.41067588,100,100,win
1079,home,0.9113119,0.41131192,100,100,win
1081,home,0.65960455,0.15960455,100,-100,loss
1082,home,0.6254698,0.1254698,100,-100,loss
1083,home,0.7362531,0.23625308,100,-100,loss
1084,away,0.19965962,0.3003404,100,100,win
1085,home,0.5825333,0.0825333,100,100,win
1086,away,0.08573843,0.41426158,100,100,win
1087,home,0.8464119,0.34641188,100,100,win
1088,away,0.4172965,0.08270347,100,-100,loss
1089,home,0.67443657,0.17443657,100,100,win
1090,away,0.15396245,0.34603757,100,100,win
1091,away,0.18056732,0.31943268,100,100,win
1092,home,0.886997,0.38699698,100,100,win
1093,home,0.8815282,0.3815282,100,100,win
1094,home,0.8759367,0.3759367,100,-100,loss
1095,away,0.3870396,0.1129604,100,-100,loss
1096,away,0.059464417,0.4405356,100,100,win
1097,home,0.819013,0.319013,100,100,win
1098,away,0.287479,0.21252096,100,100,win
1099,home,0.95322025,0.45322025,100,100,win
1100,away,0.079253,0.42074698,100,100,win
1101,home,0.9581904,0.45819038,100,100,win
1102,away,0.31082276,0.18917727,100,100,win
1103,home,0.7667536,0.2667536,100,100,win
1104,home,0.7479427,0.24794269,100,-100,loss
1105,home,0.64123744,0.14123744,100,100,win
1106,away,0.22020063,0.27979934,100,100,win
1107,away,0.23154391,0.2684561,100,100,win
1108,home,0.8797665,0.37976652,100,-100,loss
1109,away,0.21257329,0.2874267,100,100,win
1110,away,0.1942752,0.3057248,100,100,win
1112,away,0.07473152,0.42526847,100,100,win
1113,home,0.9213565,0.4213565,100,-100,loss
1114,home,0.5637089,0.0637089,100,100,win
1115,home,0.6242074,0.12420738,100,100,win
1116,home,0.88130414,0.38130414,100,100,win
1117,home,0.5471801,0.047180116,100,100,win
1118,home,0.78523654,0.28523654,100,100,win
1120,away,0.091225,0.40877497,100,100,win
1121,home,0.59684163,0.09684163,100,-100,loss
1122,home,0.8042688,0.30426878,100,100,win
1123,away,0.33020163,0.16979837,100,100,win
1124,away,0.29738933,0.20261067,100,-100,loss
1125,home,0.9175864,0.4175864,100,100,win
1126,away,0.39376923,0.106230736,100,100,win
1128,home,0.5838439,0.08384389,100,100,win
1129,home,0.93927807,0.43927807,100,100,win
1130,away,0.41984016,0.08015984,100,100,win
1131,home,0.5634854,0.063485384,100,-100,loss
1132,home,0.9036239,0.40362388,100,100,win
1133,home,0.8074441,0.3074441,100,-100,loss
1134,away,0.17656845,0.32343155,100,-100,loss
1135,home,0.94110507,0.44110507,100,100,win
1136,home,0.98875576,0.48875576,100,100,win
1137,home,0.82505727,0.32505727,100,-100,loss
1138,away,0.13193935,0.36806065,100,-100,loss
1139,home,0.95234305,0.45234305,100,100,win
1140,home,0.93487823,0.43487823,100,100,win
1141,away,0.03951874,0.4604813,100,100,win
1142,away,0.10541015,0.39458984,100,100,win
1143,away,0.25809526,0.24190474,100,100,win
1144,away,0.13369203,0.36630797,100,100,win
1145,away,0.06766121,0.43233877,100,100,win
1146,away,0.21869639,0.28130364,100,100,win
1147,away,0.110605255,0.38939476,100,100,win
1148,home,0.7380275,0.23802751,100,100,win
1149,away,0.4597463,0.0402537,100,-100,loss
1150,home,0.9562477,0.4562477,100,100,win
1151,home,0.9508892,0.45088923,100,100,win
1152,home,0.9748024,0.47480237,100,100,win
1153,away,0.12537949,0.3746205,100,100,win
1154,away,0.18263806,0.31736195,100,100,win
1155,home,0.6604106,0.16041058,100,100,win
1156,home,0.9757355,0.4757355,100,100,win
1157,away,0.2620512,0.23794878,100,100,win
1158,away,0.16823846,0.33176154,100,100,win
1159,away,0.120552994,0.37944698,100,100,win
1160,home,0.6250478,0.1250478,100,-100,loss
1161,home,0.9794601,0.47946012,100,100,win
1162,home,0.98984855,0.48984855,100,100,win
1163,home,0.70272595,0.20272595,100,-100,loss
1164,home,0.971848,0.471848,100,100,win
1165,home,0.63770205,0.13770205,100,-100,loss
1166,home,0.8882046,0.38820457,100,100,win
1167,away,0.15075183,0.34924817,100,100,win
1168,home,0.9021063,0.40210629,100,-100,loss
1169,home,0.5877559,0.08775592,100,-100,loss
1170,home,0.93020076,0.43020076,100,100,win
1171,away,0.3190822,0.1809178,100,100,win
1172,home,0.72726333,0.22726333,100,-100,loss
1173,home,0.87605566,0.37605566,100,100,win
1174,home,0.5538483,0.053848326,100,-100,loss
1175,away,0.3062544,0.19374561,100,100,win
1176,home,0.8150303,0.31503028,100,100,win
1177,home,0.9062954,0.40629542,100,100,win
1178,home,0.8413981,0.34139812,100,100,win
1179,home,0.56673414,0.066734135,100,100,win
1180,away,0.3928559,0.10714412,100,100,win
1181,home,0.6181809,0.11818087,100,100,win
1182,home,0.94020575,0.44020575,100,100,win
1183,away,0.086401984,0.413598,100,100,win
1184,home,0.89310527,0.39310527,100,100,win
1185,away,0.0440938,0.4559062,100,-100,loss
1186,away,0.36594868,0.13405132,100,100,win
1187,away,0.0693351,0.4306649,100,100,win
1188,home,0.9377187,0.4377187,100,-100,loss
1189,home,0.8889291,0.38892913,100,100,win
1190,away,0.42032847,0.0796715,100,-100,loss
1192,home,0.57426685,0.07426685,100,100,win
1193,away,0.43753698,0.062463045,100,100,win
1194,away,0.26395017,0.23604983,100,-100,loss
1195,home,0.6045631,0.10456312,100,100,win
1196,home,0.9005808,0.40058082,100,100,win
1197,away,0.47881997,0.021180034,100,100,win
1198,away,0.33683097,0.16316903,100,-100,loss
1200,away,0.056257077,0.44374293,100,100,win
1201,home,0.6223607,0.12236071,100,100,win
1202,home,0.6641332,0.16413319,100,100,win
1203,away,0.26445672,0.23554325,100,100,win
1204,home,0.78798723,0.28798723,100,-100,loss
1205,home,0.78372824,0.28372824,100,100,win
1206,home,0.9614989,0.46149892,100,100,win
1207,away,0.2878389,0.21216106,100,-100,loss
1208,away,0.09279617,0.40720385,100,100,win
1209,home,0.6911655,0.1911655,100,-100,loss
1210,home,0.985811,0.485811,100,100,win
1211,away,0.46785697,0.032142997,100,100,win
1212,home,0.5742968,0.07429677,100,-100,loss
1213,home,0.53556323,0.03556323,100,-100,loss
1214,home,0.9222925,0.42229247,100,100,win
1215,home,0.90820044,0.40820044,100,100,win
1216,home,0.9401397,0.4401397,100,100,win
1217,away,0.32808474,0.1719153,100,100,win
1218,home,0.7307429,0.23074287,100,100,win
1219,home,0.95103663,0.45103663,100,100,win
1220,away,0.19505845,0.30494153,100,100,win
1221,home,0.97317874,0.47317874,100,100,win
1222,home,0.6259337,0.1259337,100,-100,loss
1223,home,0.7906058,0.29060578,100,100,win
1224,home,0.97974867,0.47974867,100,100,win
1225,away,0.17989415,0.32010585,100,100,win
1226,home,0.674512,0.17451203,100,100,win
1227,away,0.4603036,0.039696395,100,100,win
1228,home,0.5651002,0.06510019,100,-100,loss
1229,home,0.8517405,0.35174048,100,-100,loss
1230,home,0.8780075,0.37800747,100,100,win
1231,away,0.45342544,0.046574593,100,100,win
1233,away,0.35499442,0.14500558,100,-100,loss
1234,away,0.3017107,0.19828928,100,100,win
1236,home,0.7407445,0.24074447,100,100,win
1237,home,0.7653655,0.26536548,100,100,win
1238,away,0.1824344,0.31756562,100,-100,loss
1239,home,0.89474016,0.39474016,100,-100,loss
1240,away,0.19709589,0.30290413,100,-100,loss
1241,home,0.9007941,0.4007941,100,-100,loss
1242,home,0.5807089,0.08070892,100,100,win
1243,home,0.8071278,0.30712777,100,100,win
1244,home,0.8145125,0.3145125,100,100,win
1245,away,0.2007173,0.29928267,100,100,win
1246,away,0.47073063,0.029269338,100,-100,loss
1247,away,0.4607989,0.03920114,100,100,win
1248,home,0.7531088,0.2531088,100,100,win
1249,away,0.33851266,0.16148734,100,100,win
1250,home,0.60962987,0.10962987,100,-100,loss
1251,away,0.33963403,0.16036594,100,-100,loss
1252,away,0.356628,0.143372,100,-100,loss
1254,home,0.5946526,0.09465259,100,-100,loss
