date,home_team,away_team,home_prob,bet_on,bet_odds,home_won,bet_won,return,month
2024-11-17,LAC,UTA,0.878557562828064,LAC,-470.0,True,True,0.2127659574468086,2024-11
2024-11-17,WAS,DET,0.21982994675636292,DET,-2100.0,False,True,0.04761904761904767,2024-11
2024-11-17,CLE,CHA,0.8424419164657593,CLE,-2100.0,True,True,0.04761904761904767,2024-11
2024-11-17,IND,MIA,0.6726158261299133,IND,-3500.0,True,True,0.02857142857142847,2024-11
2024-11-17,MEM,DEN,0.6168177723884583,MEM,-2100.0,True,True,0.04761904761904767,2024-11
2024-11-18,SAC,ATL,0.6700348258018494,SAC,-166.0,False,False,-1.0,2024-11
2024-11-18,PHX,ORL,0.40921157598495483,ORL,-192.0,False,True,0.5208333333333335,2024-11
2024-11-18,MIL,HOU,0.7539781928062439,MIL,-155.0,True,True,0.6451612903225805,2024-11
2024-11-18,LAC,GSW,0.6598330736160278,LAC,170.0,True,True,1.7000000000000002,2024-11
2024-11-18,NYK,WAS,0.8825677633285522,NYK,-1100.0,True,True,0.09090909090909083,2024-11
2024-11-18,MIA,PHI,0.7520315647125244,MIA,-142.0,True,True,0.704225352112676,2024-11
2024-11-18,TOR,IND,0.315281480550766,IND,-162.0,True,False,-1.0,2024-11
2024-11-18,DET,CHI,0.6339080929756165,DET,-140.0,False,False,-1.0,2024-11
2024-11-19,BOS,CLE,0.6718747615814209,BOS,-315.0,True,True,0.31746031746031744,2024-11
2024-11-19,BKN,CHA,0.6521089673042297,BKN,-118.0,True,True,0.847457627118644,2024-11
2024-11-19,MEM,DEN,0.6168610453605652,MEM,-250.0,False,False,-1.0,2024-11
2024-11-19,DAL,NOP,0.5836405158042908,DAL,-1000.0,True,True,0.10000000000000009,2024-11
2024-11-19,SAS,OKC,0.35867539048194885,OKC,-485.0,True,False,-1.0,2024-11
2024-11-19,LAL,UTA,0.7571726441383362,LAL,-600.0,True,True,0.16666666666666674,2024-11
2024-11-20,LAC,ORL,0.7746235728263855,LAC,130.0,True,True,1.2999999999999998,2024-11
2024-11-20,OKC,POR,0.6689580082893372,OKC,-850.0,True,True,0.11764705882352944,2024-11
2024-11-20,GSW,ATL,0.6723300218582153,GSW,-345.0,True,True,0.28985507246376807,2024-11
2024-11-20,PHX,NYK,0.2903040051460266,NYK,-205.0,False,True,0.4878048780487805,2024-11
2024-11-20,HOU,IND,0.4843349754810333,IND,190.0,True,False,-1.0,2024-11
2024-11-20,CLE,NOP,0.8564212322235107,CLE,-1000.0,True,True,0.10000000000000009,2024-11
2024-11-20,MEM,PHI,0.7699719667434692,MEM,154.0,True,True,1.54,2024-11
2024-11-20,MIL,CHI,0.6881317496299744,MIL,-375.0,True,True,0.2666666666666666,2024-11
2024-11-21,CHA,DET,0.3060024380683899,DET,120.0,True,False,-1.0,2024-11
2024-11-21,TOR,MIN,0.26179128885269165,MIN,-250.0,True,False,-1.0,2024-11
2024-11-21,SAS,UTA,0.7007666826248169,SAS,-148.0,True,True,0.6756756756756757,2024-11
2024-11-21,LAL,ORL,0.6076440215110779,LAL,-218.0,False,False,-1.0,2024-11
2024-11-22,NOP,GSW,0.24891845881938934,GSW,-500.0,False,True,0.19999999999999996,2024-11
2024-11-22,LAC,SAC,0.7491142749786377,LAC,142.0,True,True,1.42,2024-11
2024-11-22,HOU,POR,0.5249347686767578,HOU,-700.0,True,True,0.1428571428571428,2024-11
2024-11-22,DEN,DAL,0.8282904028892517,DEN,-162.0,False,False,-1.0,2024-11
2024-11-22,MIL,IND,0.6816403269767761,MIL,-218.0,True,True,0.45871559633027514,2024-11
2024-11-22,PHI,BKN,0.39731940627098083,BKN,135.0,True,False,-1.0,2024-11
2024-11-22,CHI,ATL,0.6258267760276794,CHI,-102.0,True,True,0.9803921568627452,2024-11
2024-11-22,WAS,BOS,0.1562138944864273,BOS,-720.0,False,True,0.13888888888888884,2024-11
2024-11-23,ORL,DET,0.5329152941703796,ORL,-475.0,True,True,0.21052631578947367,2024-11
2024-11-23,CHI,MEM,0.41611748933792114,MEM,-180.0,False,True,0.5555555555555556,2024-11
2024-11-23,HOU,POR,0.5927295088768005,HOU,-750.0,False,False,-1.0,2024-11
2024-11-23,MIL,CHA,0.8433115482330322,MIL,-325.0,True,True,0.3076923076923077,2024-11
2024-11-23,SAS,GSW,0.5538054704666138,SAS,136.0,True,True,1.3600000000000003,2024-11
2024-11-23,LAL,DEN,0.5719347596168518,LAL,-166.0,False,False,-1.0,2024-11
2024-11-24,SAC,BKN,0.7562309503555298,SAC,-380.0,False,False,-1.0,2024-11
2024-11-24,CLE,TOR,0.8121103048324585,CLE,-675.0,True,True,0.14814814814814814,2024-11
